name,year,month,day,hour,lat,long,status,category,wind,pressure
Karen,1989,11,30,12,20.8,-83.4,tropical storm,NA,50,1001
Karen,1989,11,30,18,20.5,-83.1,tropical storm,NA,50,1000
Karen,1989,12,1,0,19.9,-83.1,tropical storm,NA,45,1001
Karen,1989,12,1,6,19.3,-83.2,tropical storm,NA,40,1002
Karen,1989,12,1,12,19,-83.3,tropical storm,NA,35,1003
Karen,1989,12,1,18,18.5,-84,tropical storm,NA,35,1005
Karen,1989,12,2,0,18,-84.5,tropical storm,NA,35,1005
Karen,1989,12,2,6,17.8,-84.9,tropical storm,NA,35,1005
Karen,1989,12,2,12,17.5,-85.5,tropical storm,NA,35,1006
Karen,1989,12,2,18,17.5,-85.5,tropical storm,NA,35,1007
Karen,1989,12,3,0,17.5,-85.5,tropical storm,NA,35,1007
Karen,1989,12,3,6,17.4,-85.3,tropical storm,NA,40,1005
Karen,1989,12,3,12,17.2,-85,tropical storm,NA,40,1004
Karen,1989,12,3,18,17,-84.5,tropical storm,NA,40,1001
Karen,1989,12,4,0,16.5,-83.9,tropical storm,NA,35,1002
Karen,1989,12,4,6,16.5,-83.9,tropical depression,NA,30,1005
Arthur,1990,7,22,6,8.8,-41.9,tropical depression,NA,25,1010
Arthur,1990,7,22,12,8.9,-43.2,tropical depression,NA,25,1010
Arthur,1990,7,22,18,9.3,-44.6,tropical depression,NA,25,1010
Arthur,1990,7,23,0,9.3,-46.4,tropical depression,NA,25,1010
Arthur,1990,7,23,6,9.2,-48.4,tropical depression,NA,25,1010
Arthur,1990,7,23,12,9.2,-50.3,tropical depression,NA,25,1010
Arthur,1990,7,23,18,9.4,-52.1,tropical depression,NA,25,1009
Arthur,1990,7,24,0,9.7,-53.7,tropical depression,NA,30,1008
Arthur,1990,7,24,6,10.1,-55.3,tropical depression,NA,30,1007
Arthur,1990,7,24,12,10.5,-56.8,tropical storm,NA,35,1006
Arthur,1990,7,24,18,10.8,-58.5,tropical storm,NA,35,1005
Arthur,1990,7,25,0,11.1,-60,tropical storm,NA,40,1004
Arthur,1990,7,25,6,11.7,-61.3,tropical storm,NA,45,1003
Arthur,1990,7,25,12,12.4,-62.5,tropical storm,NA,50,1001
Arthur,1990,7,25,18,13.1,-63.7,tropical storm,NA,60,995
Arthur,1990,7,26,0,13.7,-65,tropical storm,NA,60,997
Arthur,1990,7,26,6,14.2,-66.4,tropical storm,NA,50,1000
Arthur,1990,7,26,12,14.8,-67.9,tropical storm,NA,45,1002
Arthur,1990,7,26,18,15.6,-69.8,tropical storm,NA,40,1007
Arthur,1990,7,27,0,16.2,-71.8,tropical storm,NA,35,1009
Arthur,1990,7,27,6,16.6,-73.8,tropical depression,NA,30,1010
Arthur,1990,7,27,12,16.5,-75.6,tropical depression,NA,30,1010
Bertha,1990,7,24,12,34,-75,subtropical depression,NA,20,1012
Bertha,1990,7,24,18,33.6,-73.8,subtropical depression,NA,20,1013
Bertha,1990,7,25,0,33,-72.7,subtropical depression,NA,20,1013
Bertha,1990,7,25,6,32.1,-71.9,subtropical depression,NA,20,1013
Bertha,1990,7,25,12,31.2,-71.8,subtropical depression,NA,20,1012
Bertha,1990,7,25,18,30.7,-72.2,subtropical depression,NA,25,1011
Bertha,1990,7,26,0,30.5,-72.8,subtropical depression,NA,25,1010
Bertha,1990,7,26,6,30.3,-73.4,subtropical depression,NA,25,1010
Bertha,1990,7,26,12,30.1,-74,subtropical depression,NA,25,1010
Bertha,1990,7,26,18,29.8,-74.6,subtropical depression,NA,25,1010
Bertha,1990,7,27,0,29.6,-75.2,subtropical depression,NA,25,1009
Bertha,1990,7,27,6,29.3,-75.6,tropical depression,NA,30,1008
Bertha,1990,7,27,12,29.1,-75.8,tropical depression,NA,30,1008
Bertha,1990,7,27,18,28.8,-76,tropical depression,NA,30,1007
Bertha,1990,7,28,0,28.6,-75.8,tropical storm,NA,35,1005
Bertha,1990,7,28,6,28.8,-75.4,tropical storm,NA,40,1003
Bertha,1990,7,28,12,29.1,-74.8,tropical storm,NA,45,1000
Bertha,1990,7,28,18,29.6,-74.2,tropical storm,NA,55,995
Bertha,1990,7,29,0,30.2,-73.6,hurricane,1,65,990
Bertha,1990,7,29,6,30.8,-73,hurricane,1,65,988
Bertha,1990,7,29,12,31.3,-72.2,hurricane,1,65,989
Bertha,1990,7,29,18,31.9,-71.2,tropical storm,NA,60,990
Bertha,1990,7,30,0,32.7,-70.2,tropical storm,NA,60,989
Bertha,1990,7,30,6,33.7,-69.2,tropical storm,NA,60,987
Bertha,1990,7,30,12,34.7,-68.3,hurricane,1,65,985
Bertha,1990,7,30,18,35.7,-67.5,hurricane,1,65,979
Bertha,1990,7,31,0,36.6,-67,hurricane,1,70,974
Bertha,1990,7,31,6,37.5,-66.5,hurricane,1,65,975
Bertha,1990,7,31,12,38.3,-65.9,hurricane,1,65,976
Bertha,1990,7,31,18,39,-65.3,hurricane,1,65,977
Bertha,1990,8,1,0,39.6,-64.5,hurricane,1,65,977
Bertha,1990,8,1,6,40.3,-63.7,hurricane,1,65,977
Bertha,1990,8,1,12,41.1,-62.7,hurricane,1,65,977
Bertha,1990,8,1,18,42.4,-61.5,hurricane,1,65,975
Bertha,1990,8,2,0,44.2,-60.5,hurricane,1,70,973
Bertha,1990,8,2,6,46,-60,extratropical,NA,60,978
Bertha,1990,8,2,12,48.4,-60,extratropical,NA,55,982
Cesar,1990,7,31,0,10.1,-22.2,tropical depression,NA,25,1014
Cesar,1990,7,31,6,10.4,-23.3,tropical depression,NA,25,1013
Cesar,1990,7,31,12,10.8,-24.5,tropical depression,NA,25,1013
Cesar,1990,7,31,18,11.1,-25.6,tropical depression,NA,25,1013
Cesar,1990,8,1,0,11.5,-26.9,tropical depression,NA,25,1013
Cesar,1990,8,1,6,12.2,-28.3,tropical depression,NA,25,1012
Cesar,1990,8,1,12,13.4,-29.7,tropical depression,NA,30,1012
Cesar,1990,8,1,18,14.6,-31.2,tropical depression,NA,30,1009
Cesar,1990,8,2,0,15.4,-32.3,tropical storm,NA,35,1005
Cesar,1990,8,2,6,16.1,-33.5,tropical storm,NA,45,1002
Cesar,1990,8,2,12,16.7,-34.7,tropical storm,NA,45,1000
Cesar,1990,8,2,18,17.4,-35.9,tropical storm,NA,45,1000
Cesar,1990,8,3,0,18.1,-37.1,tropical storm,NA,45,1000
Cesar,1990,8,3,6,18.8,-38.4,tropical storm,NA,45,1000
Cesar,1990,8,3,12,19.3,-39.7,tropical storm,NA,45,1000
Cesar,1990,8,3,18,19.8,-40.8,tropical storm,NA,45,1000
Cesar,1990,8,4,0,20.4,-41.9,tropical storm,NA,45,1000
Cesar,1990,8,4,6,21.2,-42.8,tropical storm,NA,45,1000
Cesar,1990,8,4,12,22,-43.5,tropical storm,NA,45,1000
Cesar,1990,8,4,18,22.8,-44,tropical storm,NA,45,1000
Cesar,1990,8,5,0,23.6,-44.5,tropical storm,NA,45,1000
Cesar,1990,8,5,6,24.4,-45.1,tropical storm,NA,45,1000
Cesar,1990,8,5,12,25.3,-45.7,tropical storm,NA,45,1000
Cesar,1990,8,5,18,26.1,-46.3,tropical storm,NA,40,1002
Cesar,1990,8,6,0,26.6,-46.7,tropical storm,NA,40,1004
Cesar,1990,8,6,6,26.8,-46.8,tropical storm,NA,35,1006
Cesar,1990,8,6,12,26.9,-46.8,tropical depression,NA,30,1009
Cesar,1990,8,6,18,26.9,-46.6,tropical depression,NA,30,1011
Cesar,1990,8,7,0,26.9,-46.4,tropical depression,NA,25,1013
Cesar,1990,8,7,6,26.9,-46.3,tropical depression,NA,25,1014
Cesar,1990,8,7,12,26.8,-46.3,tropical depression,NA,25,1016
Edouard,1990,8,2,18,38,-23,subtropical depression,NA,30,1015
Edouard,1990,8,3,0,38.3,-23,subtropical depression,NA,30,1013
Edouard,1990,8,3,6,38.8,-23.1,subtropical depression,NA,30,1010
Edouard,1990,8,3,12,39.2,-23.3,subtropical storm,NA,35,1009
Edouard,1990,8,3,18,39.5,-23.9,subtropical storm,NA,40,1006
Edouard,1990,8,4,0,39.7,-25.3,subtropical storm,NA,40,1005
Edouard,1990,8,4,6,39.4,-27.3,subtropical storm,NA,35,1006
Edouard,1990,8,4,12,38.8,-29,subtropical storm,NA,35,1006
Edouard,1990,8,4,18,38.1,-30.1,subtropical depression,NA,30,1007
Edouard,1990,8,5,0,37.6,-30.8,subtropical depression,NA,30,1007
Edouard,1990,8,5,6,37.3,-31.6,subtropical depression,NA,30,1007
Edouard,1990,8,5,12,37.1,-32.5,subtropical depression,NA,30,1007
Edouard,1990,8,5,18,37,-33.1,subtropical depression,NA,25,1009
Edouard,1990,8,6,0,37,-33.4,subtropical depression,NA,25,1010
Edouard,1990,8,6,6,37.1,-33.5,subtropical depression,NA,25,1010
Edouard,1990,8,6,12,37.2,-33.5,subtropical depression,NA,25,1010
Edouard,1990,8,6,18,37.5,-33.5,tropical depression,NA,25,1010
Edouard,1990,8,7,0,37.5,-33.7,tropical depression,NA,25,1010
Edouard,1990,8,7,6,37.4,-33.9,tropical depression,NA,25,1008
Edouard,1990,8,7,12,37.1,-34.2,tropical depression,NA,25,1008
Edouard,1990,8,7,18,36.9,-34.2,tropical depression,NA,25,1008
Edouard,1990,8,8,0,36.9,-34,tropical depression,NA,30,1007
Edouard,1990,8,8,6,37,-33.6,tropical depression,NA,30,1007
Edouard,1990,8,8,12,37.1,-33,tropical depression,NA,30,1007
Edouard,1990,8,8,18,37.4,-32,tropical storm,NA,35,1005
Edouard,1990,8,9,0,37.8,-30.8,tropical storm,NA,35,1004
Edouard,1990,8,9,6,38.5,-29.6,tropical storm,NA,40,1003
Edouard,1990,8,9,12,39.2,-28.6,tropical storm,NA,35,1005
Edouard,1990,8,9,18,39.6,-28.1,tropical storm,NA,35,1006
Edouard,1990,8,10,0,39.7,-27.7,tropical storm,NA,35,1006
Edouard,1990,8,10,6,39.6,-27.1,tropical storm,NA,35,1007
Edouard,1990,8,10,12,39.3,-26.1,tropical depression,NA,30,1009
Edouard,1990,8,10,18,39.1,-25,tropical depression,NA,30,1010
Edouard,1990,8,11,0,39,-23.8,tropical depression,NA,30,1010
Edouard,1990,8,11,6,39,-22.9,tropical depression,NA,30,1010
Edouard,1990,8,11,12,39.1,-22,extratropical,NA,30,1010
Edouard,1990,8,11,18,39,-21.2,extratropical,NA,30,1010
Edouard,1990,8,12,0,38.9,-20.5,extratropical,NA,30,1010
Edouard,1990,8,12,6,38.8,-19.9,extratropical,NA,30,1010
Edouard,1990,8,12,12,38.5,-19.3,extratropical,NA,30,1010
Edouard,1990,8,12,18,38.1,-18.5,extratropical,NA,25,1011
Edouard,1990,8,13,0,37.7,-17.8,extratropical,NA,20,1012
Edouard,1990,8,13,6,37.6,-17.1,extratropical,NA,20,1012
Edouard,1990,8,13,12,38,-16.6,extratropical,NA,20,1014
Diana,1990,8,4,0,13.2,-79.5,tropical depression,NA,25,1009
Diana,1990,8,4,6,13.9,-80.8,tropical depression,NA,25,1008
Diana,1990,8,4,12,14.8,-81.8,tropical depression,NA,25,1007
Diana,1990,8,4,18,15.7,-82.6,tropical depression,NA,30,1006
Diana,1990,8,5,0,16.6,-83.6,tropical storm,NA,35,1005
Diana,1990,8,5,6,17.4,-84.8,tropical storm,NA,40,1003
Diana,1990,8,5,12,18.3,-86.3,tropical storm,NA,45,1000
Diana,1990,8,5,18,19.1,-87.6,tropical storm,NA,55,994
Diana,1990,8,5,20,19,-87.6,tropical storm,NA,55,994
Diana,1990,8,6,0,19.7,-88.7,tropical storm,NA,45,1000
Diana,1990,8,6,6,20.2,-90,tropical storm,NA,45,1000
Diana,1990,8,6,12,20.5,-91.1,tropical storm,NA,45,1000
Diana,1990,8,6,18,20.6,-92.3,tropical storm,NA,50,1000
Diana,1990,8,7,0,20.6,-93.6,tropical storm,NA,60,998
Diana,1990,8,7,6,20.7,-94.7,hurricane,1,65,990
Diana,1990,8,7,12,20.8,-95.8,hurricane,1,75,986
Diana,1990,8,7,18,20.9,-96.8,hurricane,2,85,980
Diana,1990,8,7,19,20.9,-97,hurricane,2,85,980
Diana,1990,8,8,0,20.8,-98.1,tropical storm,NA,55,1000
Diana,1990,8,8,6,20.7,-99.4,tropical storm,NA,50,1005
Diana,1990,8,8,12,20.8,-100.8,tropical depression,NA,30,1009
Diana,1990,8,8,18,21.1,-102.2,tropical depression,NA,25,1010
Diana,1990,8,9,0,21.6,-103.4,tropical depression,NA,25,1010
Diana,1990,8,9,6,22,-104.9,tropical depression,NA,20,1010
Diana,1990,8,9,12,22.5,-107,tropical depression,NA,20,1010
Fran,1990,8,11,12,9,-32.1,tropical depression,NA,25,1010
Fran,1990,8,11,18,8.5,-34,tropical depression,NA,25,1009
Fran,1990,8,12,0,8.3,-36.2,tropical depression,NA,30,1009
Fran,1990,8,12,6,8.2,-39,tropical depression,NA,30,1009
Fran,1990,8,12,12,8,-42,tropical depression,NA,30,1009
Fran,1990,8,12,18,7.9,-44.6,tropical depression,NA,25,1010
Fran,1990,8,13,12,8.7,-51.1,tropical depression,NA,30,1010
Fran,1990,8,13,18,9,-53.6,tropical storm,NA,35,1010
Fran,1990,8,14,0,9.2,-56,tropical storm,NA,35,1009
Fran,1990,8,14,6,9.7,-59,tropical storm,NA,35,1008
Fran,1990,8,14,12,10.2,-61.3,tropical storm,NA,35,1007
Gustav,1990,8,24,6,12.6,-45.9,tropical depression,NA,25,1010
Gustav,1990,8,24,12,12.9,-46.9,tropical depression,NA,30,1009
Gustav,1990,8,24,18,13.2,-48,tropical depression,NA,30,1007
Gustav,1990,8,25,0,13.3,-49,tropical storm,NA,35,1005
Gustav,1990,8,25,6,13.5,-50.1,tropical storm,NA,40,1004
Gustav,1990,8,25,12,13.7,-51.2,tropical storm,NA,45,1002
Gustav,1990,8,25,18,13.8,-52.3,tropical storm,NA,50,1000
Gustav,1990,8,26,0,14,-53.3,tropical storm,NA,55,997
Gustav,1990,8,26,6,14.2,-54.4,tropical storm,NA,60,993
Gustav,1990,8,26,12,14.5,-55.5,hurricane,1,65,990
Gustav,1990,8,26,18,15,-56.4,hurricane,1,70,984
Gustav,1990,8,27,0,15.3,-57,hurricane,1,75,980
Gustav,1990,8,27,6,15.9,-57.7,hurricane,2,85,973
Gustav,1990,8,27,12,16.6,-58,hurricane,2,90,967
Gustav,1990,8,27,18,17.3,-58.2,hurricane,2,95,965
Gustav,1990,8,28,0,18.1,-58.2,hurricane,2,95,966
Gustav,1990,8,28,6,19,-58.1,hurricane,2,90,969
Gustav,1990,8,28,12,20,-58,hurricane,2,85,973
Gustav,1990,8,28,18,21.1,-58,hurricane,1,80,978
Gustav,1990,8,29,0,22.2,-57.8,hurricane,1,75,981
Gustav,1990,8,29,6,22.9,-57.8,hurricane,1,70,984
Gustav,1990,8,29,12,23.7,-57.8,hurricane,1,75,982
Gustav,1990,8,29,18,24.4,-57.8,hurricane,1,75,979
Gustav,1990,8,30,0,25.2,-57.8,hurricane,1,80,975
Gustav,1990,8,30,6,26,-57.8,hurricane,2,85,972
Gustav,1990,8,30,12,27,-57.8,hurricane,2,90,968
Gustav,1990,8,30,18,27.8,-57.8,hurricane,2,95,963
Gustav,1990,8,31,0,28.9,-57.7,hurricane,3,100,958
Gustav,1990,8,31,6,30.3,-57.5,hurricane,3,105,956
Gustav,1990,8,31,12,31.7,-57.2,hurricane,3,100,959
Gustav,1990,8,31,18,33,-56.5,hurricane,3,100,961
Gustav,1990,9,1,0,34.4,-55.6,hurricane,2,95,964
Gustav,1990,9,1,6,35.6,-54.5,hurricane,2,90,967
Gustav,1990,9,1,12,36.8,-53.2,hurricane,2,85,970
Gustav,1990,9,1,18,38,-52,hurricane,1,80,974
Gustav,1990,9,2,0,39.4,-50.9,hurricane,1,75,978
Gustav,1990,9,2,6,40.7,-49.8,hurricane,1,70,982
Gustav,1990,9,2,12,42.1,-48.6,hurricane,1,65,985
Gustav,1990,9,2,18,43.8,-48,tropical storm,NA,60,988
Gustav,1990,9,3,0,46,-46.5,tropical storm,NA,55,993
Gustav,1990,9,3,6,48.5,-44.5,extratropical,NA,55,997
Hortense,1990,8,25,0,12.5,-35,tropical depression,NA,25,1010
Hortense,1990,8,25,6,12.9,-36.1,tropical depression,NA,30,1009
Hortense,1990,8,25,12,13.3,-37.3,tropical depression,NA,30,1008
Hortense,1990,8,25,18,13.7,-38.5,tropical depression,NA,30,1008
Hortense,1990,8,26,0,13.9,-39.4,tropical depression,NA,30,1007
Hortense,1990,8,26,6,14.4,-40,tropical storm,NA,35,1005
Hortense,1990,8,26,12,15.4,-40.2,tropical storm,NA,35,1004
Hortense,1990,8,26,18,16.5,-40.3,tropical storm,NA,40,1003
Hortense,1990,8,27,0,17.4,-40.5,tropical storm,NA,40,1002
Hortense,1990,8,27,6,18.1,-41,tropical storm,NA,45,1001
Hortense,1990,8,27,12,18.9,-41.7,tropical storm,NA,45,999
Hortense,1990,8,27,18,20,-42.5,tropical storm,NA,50,997
Hortense,1990,8,28,0,21,-43.2,tropical storm,NA,50,996
Hortense,1990,8,28,6,21.7,-43.6,tropical storm,NA,55,994
Hortense,1990,8,28,12,22.3,-44.1,tropical storm,NA,55,993
Hortense,1990,8,28,18,22.8,-44.9,tropical storm,NA,55,994
Hortense,1990,8,29,0,23.5,-45.7,tropical storm,NA,55,994
Hortense,1990,8,29,6,24.4,-46.6,tropical storm,NA,50,995
Hortense,1990,8,29,12,25.4,-47.6,tropical storm,NA,45,999
Hortense,1990,8,29,18,26.6,-48.6,tropical storm,NA,35,1003
Hortense,1990,8,30,0,27.9,-49.5,tropical depression,NA,30,1005
Hortense,1990,8,30,6,29.3,-50.2,tropical depression,NA,30,1006
Hortense,1990,8,30,12,31,-50.9,tropical depression,NA,30,1008
Hortense,1990,8,30,18,32.8,-51.6,tropical depression,NA,25,1010
Hortense,1990,8,31,0,34.4,-51.7,tropical depression,NA,25,1012
Hortense,1990,8,31,6,36.2,-51.2,tropical depression,NA,20,1014
Isidore,1990,9,4,0,7.2,-23.4,tropical depression,NA,25,1010
Isidore,1990,9,4,6,7.4,-25.1,tropical depression,NA,25,1010
Isidore,1990,9,4,12,8.4,-26.7,tropical depression,NA,25,1009
Isidore,1990,9,4,18,9.2,-28.4,tropical depression,NA,30,1009
Isidore,1990,9,5,0,9.7,-29.9,tropical depression,NA,30,1009
Isidore,1990,9,5,6,9.9,-31.4,tropical depression,NA,30,1008
Isidore,1990,9,5,12,10,-32.7,tropical storm,NA,35,1007
Isidore,1990,9,5,18,10.4,-33.8,tropical storm,NA,40,1005
Isidore,1990,9,6,0,11.3,-34.7,tropical storm,NA,45,1004
Isidore,1990,9,6,6,12.4,-35.4,tropical storm,NA,50,1003
Isidore,1990,9,6,12,13.5,-36,tropical storm,NA,55,1000
Isidore,1990,9,6,18,14.7,-36.4,tropical storm,NA,60,997
Isidore,1990,9,7,0,15.9,-36.8,hurricane,1,65,994
Isidore,1990,9,7,6,17.2,-37.3,hurricane,1,75,983
Isidore,1990,9,7,12,18.5,-37.6,hurricane,2,85,978
Isidore,1990,9,7,18,19.9,-37.9,hurricane,1,80,979
Isidore,1990,9,8,0,21.1,-38.2,hurricane,1,75,979
Isidore,1990,9,8,6,22.2,-38.7,hurricane,1,70,985
Isidore,1990,9,8,12,23.2,-39.3,hurricane,1,65,994
Isidore,1990,9,8,18,24.3,-40,tropical storm,NA,60,996
Isidore,1990,9,9,0,25.6,-40.7,tropical storm,NA,55,999
Isidore,1990,9,9,6,26.8,-41.7,tropical storm,NA,50,1000
Isidore,1990,9,9,12,27.9,-43,tropical storm,NA,55,995
Isidore,1990,9,9,18,28.6,-44.2,hurricane,1,65,990
Isidore,1990,9,10,0,29,-45.1,hurricane,1,65,987
Isidore,1990,9,10,6,29.4,-45.6,hurricane,1,65,987
Isidore,1990,9,10,12,29.8,-46.1,hurricane,1,65,987
Isidore,1990,9,10,18,30.1,-46.6,hurricane,1,65,987
Isidore,1990,9,11,0,30.6,-47,hurricane,1,65,987
Isidore,1990,9,11,6,31.2,-47.4,hurricane,1,75,984
Isidore,1990,9,11,12,31.9,-48,hurricane,1,80,980
Isidore,1990,9,11,18,32.6,-48.7,hurricane,1,80,979
Isidore,1990,9,12,0,33.1,-49.5,hurricane,1,75,979
Isidore,1990,9,12,6,33.4,-50.1,hurricane,1,75,980
Isidore,1990,9,12,12,33.6,-50.4,hurricane,1,70,986
Isidore,1990,9,12,18,33.8,-50.6,hurricane,1,65,987
Isidore,1990,9,13,0,34.1,-50.7,hurricane,1,65,987
Isidore,1990,9,13,6,34.4,-50.8,hurricane,1,65,987
Isidore,1990,9,13,12,34.9,-50.8,hurricane,1,65,987
Isidore,1990,9,13,18,35.4,-50.6,hurricane,1,65,987
Isidore,1990,9,14,0,35.8,-50.1,hurricane,1,65,987
Isidore,1990,9,14,6,36.2,-49.4,hurricane,1,65,987
Isidore,1990,9,14,12,36.6,-48.7,hurricane,1,65,987
Isidore,1990,9,14,18,37.1,-47.9,hurricane,1,65,987
Isidore,1990,9,15,0,37.8,-47.4,hurricane,1,65,987
Isidore,1990,9,15,6,38.7,-47.2,hurricane,1,65,987
Isidore,1990,9,15,12,39.6,-47.5,hurricane,1,65,987
Isidore,1990,9,15,18,40.3,-48,hurricane,1,65,987
Isidore,1990,9,16,0,40.5,-48.5,hurricane,1,65,987
Isidore,1990,9,16,6,41.8,-47.9,tropical storm,NA,60,990
Isidore,1990,9,16,12,43.5,-47,tropical storm,NA,55,995
Isidore,1990,9,16,18,45,-45.5,tropical storm,NA,45,997
Isidore,1990,9,17,0,46.5,-43.5,tropical storm,NA,45,1000
Isidore,1990,9,17,6,48.2,-41.5,tropical storm,NA,35,1005
Isidore,1990,9,17,12,50,-39.5,extratropical,NA,35,1006
Josephine,1990,9,21,6,14,-32,tropical depression,NA,30,1009
Josephine,1990,9,21,12,14.5,-32.4,tropical depression,NA,30,1009
Josephine,1990,9,21,18,15,-32.7,tropical depression,NA,30,1008
Josephine,1990,9,22,0,15.6,-33,tropical depression,NA,30,1007
Josephine,1990,9,22,6,16.1,-33.2,tropical depression,NA,30,1007
Josephine,1990,9,22,12,16.7,-33.4,tropical depression,NA,30,1007
Josephine,1990,9,22,18,17.4,-33.4,tropical depression,NA,30,1007
Josephine,1990,9,23,0,17.9,-33.5,tropical depression,NA,30,1009
Josephine,1990,9,23,6,18.2,-33.6,tropical depression,NA,30,1009
Josephine,1990,9,23,12,18.5,-33.8,tropical depression,NA,30,1009
Josephine,1990,9,23,18,18.7,-34,tropical depression,NA,30,1009
Josephine,1990,9,24,0,19,-34.1,tropical depression,NA,30,1008
Josephine,1990,9,24,6,19.1,-34.1,tropical depression,NA,30,1007
Josephine,1990,9,24,12,19.3,-34.2,tropical storm,NA,35,1005
Josephine,1990,9,24,18,19.4,-34.4,tropical storm,NA,35,1005
Josephine,1990,9,25,0,19.5,-34.6,tropical storm,NA,40,1003
Josephine,1990,9,25,6,19.7,-34.8,tropical storm,NA,40,1002
Josephine,1990,9,25,12,19.9,-35.2,tropical storm,NA,40,1003
Josephine,1990,9,25,18,20.1,-35.9,tropical storm,NA,35,1005
Josephine,1990,9,26,0,20.3,-36.8,tropical storm,NA,35,1006
Josephine,1990,9,26,6,20.4,-37.6,tropical depression,NA,30,1008
Josephine,1990,9,26,12,20.3,-38.4,tropical depression,NA,30,1009
Josephine,1990,9,26,18,20.2,-38.9,tropical depression,NA,30,1009
Josephine,1990,9,27,0,20.2,-39.3,tropical depression,NA,30,1009
Josephine,1990,9,27,6,20.2,-39.6,tropical depression,NA,30,1010
Josephine,1990,9,27,12,20.3,-40,tropical depression,NA,25,1012
Josephine,1990,9,27,18,20.4,-40.4,tropical depression,NA,25,1012
Josephine,1990,9,28,0,20.6,-40.6,tropical depression,NA,25,1012
Josephine,1990,9,28,6,20.9,-40.9,tropical depression,NA,25,1012
Josephine,1990,9,28,12,21.2,-41.2,tropical depression,NA,25,1012
Josephine,1990,9,28,18,21.6,-41.6,tropical depression,NA,25,1012
Josephine,1990,9,29,0,22,-42.1,tropical depression,NA,25,1012
Josephine,1990,9,29,6,22.5,-42.8,tropical depression,NA,25,1012
Josephine,1990,9,29,12,23.1,-43.6,tropical depression,NA,25,1010
Josephine,1990,9,29,18,23.8,-44.3,tropical depression,NA,30,1009
Josephine,1990,9,30,0,24.5,-45,tropical depression,NA,30,1009
Josephine,1990,9,30,6,25.5,-45.4,tropical depression,NA,30,1009
Josephine,1990,9,30,12,26.7,-45.5,tropical depression,NA,30,1009
Josephine,1990,9,30,18,27.8,-45.3,tropical depression,NA,30,1009
Josephine,1990,10,1,0,28.5,-44.8,tropical depression,NA,30,1009
Josephine,1990,10,1,6,29.1,-43.8,tropical depression,NA,30,1007
Josephine,1990,10,1,12,29.6,-42.4,tropical storm,NA,35,1005
Josephine,1990,10,1,18,29.9,-41.1,tropical storm,NA,35,1005
Josephine,1990,10,2,0,30,-40,tropical storm,NA,35,1005
Josephine,1990,10,2,6,30,-39.4,tropical storm,NA,35,1004
Josephine,1990,10,2,12,29.8,-39.2,tropical storm,NA,40,1003
Josephine,1990,10,2,18,29.6,-39.2,tropical storm,NA,35,1005
Josephine,1990,10,3,0,29.4,-39.4,tropical storm,NA,35,1005
Josephine,1990,10,3,6,29.1,-40,tropical storm,NA,35,1005
Josephine,1990,10,3,12,28.6,-40.7,tropical storm,NA,35,1005
Josephine,1990,10,3,18,28.3,-41.4,tropical storm,NA,40,1003
Josephine,1990,10,4,0,28.2,-42.1,tropical storm,NA,45,1000
Josephine,1990,10,4,6,28.5,-42.5,tropical storm,NA,50,997
Josephine,1990,10,4,12,29,-42.6,tropical storm,NA,55,994
Josephine,1990,10,4,18,29.5,-42.3,tropical storm,NA,60,990
Josephine,1990,10,5,0,30,-41.5,hurricane,1,65,987
Josephine,1990,10,5,6,30.7,-40.5,hurricane,1,65,986
Josephine,1990,10,5,12,32.1,-39.3,hurricane,1,70,984
Josephine,1990,10,5,18,34.1,-38.4,hurricane,1,75,980
Josephine,1990,10,6,0,36.5,-38.5,hurricane,1,70,984
Josephine,1990,10,6,6,38.9,-40,hurricane,1,70,985
Josephine,1990,10,6,12,41,-42.9,tropical storm,NA,60,990
Klaus,1990,10,3,12,15.6,-59.3,tropical depression,NA,30,1008
Klaus,1990,10,3,18,16.2,-59.6,tropical storm,NA,35,1007
Klaus,1990,10,4,0,16.4,-59.8,tropical storm,NA,45,1005
Klaus,1990,10,4,6,16.5,-60.1,tropical storm,NA,50,997
Klaus,1990,10,4,12,16.6,-60.4,tropical storm,NA,50,997
Klaus,1990,10,4,18,16.8,-60.7,tropical storm,NA,55,997
Klaus,1990,10,5,0,16.9,-60.9,tropical storm,NA,55,996
Klaus,1990,10,5,6,17,-61.1,tropical storm,NA,60,993
Klaus,1990,10,5,12,17.2,-61.2,hurricane,1,70,985
Klaus,1990,10,5,18,17.4,-61.4,hurricane,1,70,991
Klaus,1990,10,6,0,17.7,-61.6,hurricane,1,65,992
Klaus,1990,10,6,6,18.1,-61.8,tropical storm,NA,60,994
Klaus,1990,10,6,12,18.3,-62.1,tropical storm,NA,60,995
Klaus,1990,10,6,18,18.6,-62.3,tropical storm,NA,55,996
Klaus,1990,10,7,0,18.7,-62.7,tropical storm,NA,55,998
Klaus,1990,10,7,6,18.8,-63.1,tropical storm,NA,55,1000
Klaus,1990,10,7,12,18.9,-63.8,tropical storm,NA,50,1001
Klaus,1990,10,7,18,19.2,-64.9,tropical storm,NA,40,1004
Klaus,1990,10,8,0,19.7,-66.1,tropical depression,NA,30,1005
Klaus,1990,10,8,6,20.4,-67.5,tropical depression,NA,30,1005
Klaus,1990,10,8,12,21.1,-68.9,tropical storm,NA,40,1005
Klaus,1990,10,8,18,21.9,-70.1,tropical storm,NA,45,1004
